model,reasoning_hop,context_length,T01,T04,delta_t04_minus_t01
o3-mini-2025-01-31,twohop,60000,0.375,0.5121951219512195,13.719512195121952
o3-mini-2025-01-31,twohop,70000,0.41818181818181815,0.4166666666666667,-0.15151515151514694
o3-mini-2025-01-31,twohop,80000,0.5166666666666667,0.3170731707317073,-19.95934959349594
o3-mini-2025-01-31,twohop,90000,0.5,0.4375,-6.25
o3-mini-2025-01-31,twohop,100000,0.45121951219512196,0.36666666666666664,-8.455284552845532
o3-mini-2025-01-31,twohop,150000,0.5,0.5384615384615384,3.8461538461538436
o3-mini-2025-01-31,twohop,200000,0.16346153846153846,0.2403846153846154,7.6923076923076925
o3-mini-2025-01-31,twohop,250000,0.5,0.42857142857142855,-7.142857142857145
o3-mini-2025-01-31,twohop,300000,0.18292682926829268,0.14423076923076922,-3.869606003752346
o3-mini-2025-01-31,twohop,350000,0.125,0.14285714285714285,1.785714285714285
o3-mini-2025-01-31,twohop,400000,0.27419354838709675,0.18333333333333332,-9.086021505376344
o3-mini-2025-01-31,twohop,450000,0.1875,0.16666666666666666,-2.0833333333333344
o3-mini-2025-01-31,twohop,500000,0.08333333333333333,0.11538461538461539,3.205128205128206
o3-mini-2025-01-31,twohop,600000,0.0673076923076923,0.04878048780487805,-1.8527204502814254
o3-mini-2025-01-31,twohop,650000,0.1875,0.07142857142857142,-11.607142857142858
o3-mini-2025-01-31,twohop,700000,0.14634146341463414,0.08641975308641975,-5.992171032821439
o3-mini-2025-01-31,twohop,750000,0.0625,0.15384615384615385,9.134615384615385
