model,context_length,primary_depth,secondary_depth,sn_answer,sn_both,tn_answer,tn_primary_cited,tn_secondary_cited,tn_both
GPT-5,60000,50,100,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,33,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,67,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,100,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,80000,50,0,88.89,88.89,100.0,100.0,100.0,100.0
GPT-5,80000,50,33,88.89,88.89,100.0,100.0,100.0,100.0
GPT-5,80000,50,67,88.89,88.89,100.0,100.0,100.0,100.0
GPT-5,80000,50,100,88.89,88.89,100.0,100.0,100.0,100.0
GPT-5,90000,50,0,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,90000,50,33,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,90000,50,67,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,90000,50,100,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,100000,50,0,86.67,86.67,100.0,100.0,100.0,100.0
GPT-5,100000,50,33,86.67,86.67,100.0,100.0,100.0,100.0
GPT-5,100000,50,67,86.67,86.67,100.0,100.0,100.0,100.0
GPT-5,100000,50,100,86.67,86.67,100.0,100.0,100.0,100.0
GPT-5,150000,50,0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,33,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,67,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,100,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,200000,50,0,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,200000,50,33,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,200000,50,67,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,200000,50,100,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,250000,50,0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,33,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,67,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,100,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,33,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,67,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,100,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,350000,50,0,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,350000,50,33,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,350000,50,67,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,350000,50,100,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,400000,50,0,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,400000,50,33,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,400000,50,67,94.12,94.12,100.0,100.0,100.0,100.0
GPT-5,400000,50,100,94.12,94.12,100.0,100.0,75.0,75.0
GPT-5,450000,50,0,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,450000,50,33,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,450000,50,67,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,450000,50,100,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,500000,50,0,93.33,93.33,100.0,100.0,100.0,100.0
GPT-5,500000,50,33,93.33,93.33,100.0,100.0,100.0,100.0
GPT-5,500000,50,67,93.33,93.33,100.0,100.0,100.0,100.0
GPT-5,500000,50,100,93.33,93.33,100.0,100.0,100.0,100.0
GPT-5,600000,50,0,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,600000,50,33,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,600000,50,67,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,600000,50,100,93.75,93.75,100.0,100.0,100.0,100.0
GPT-5,650000,50,0,93.33,86.67,100.0,100.0,100.0,100.0
GPT-5,650000,50,33,93.33,86.67,100.0,100.0,100.0,100.0
GPT-5,650000,50,67,93.33,86.67,100.0,100.0,75.0,75.0
GPT-5,650000,50,100,93.33,86.67,100.0,100.0,100.0,100.0
GPT-5,700000,50,0,88.24,82.35,100.0,100.0,100.0,100.0
GPT-5,700000,50,33,88.24,82.35,100.0,100.0,100.0,100.0
GPT-5,700000,50,67,88.24,82.35,100.0,100.0,100.0,100.0
GPT-5,700000,50,100,88.24,82.35,100.0,100.0,100.0,100.0
GPT-5,750000,50,0,100.0,87.5,100.0,75.0,100.0,75.0
GPT-5,750000,50,33,100.0,87.5,100.0,100.0,100.0,100.0
GPT-5,750000,50,67,100.0,87.5,100.0,100.0,100.0,100.0
GPT-5,750000,50,100,100.0,87.5,100.0,100.0,100.0,100.0
GPT-5,800000,50,0,88.24,88.24,100.0,100.0,100.0,100.0
GPT-5,800000,50,33,88.24,88.24,100.0,100.0,100.0,100.0
GPT-5,800000,50,67,88.24,88.24,100.0,75.0,75.0,50.0
GPT-5,800000,50,100,88.24,88.24,100.0,75.0,100.0,75.0
GPT-5,850000,50,0,100.0,93.33,100.0,100.0,100.0,100.0
GPT-5,850000,50,33,100.0,93.33,100.0,75.0,50.0,25.0
GPT-5,850000,50,67,100.0,93.33,100.0,100.0,100.0,100.0
GPT-5,850000,50,100,100.0,93.33,100.0,100.0,100.0,100.0
GPT-5,900000,50,0,82.35,82.35,100.0,100.0,100.0,100.0
GPT-5,900000,50,33,82.35,82.35,100.0,75.0,100.0,75.0
GPT-5,900000,50,67,82.35,82.35,100.0,100.0,100.0,100.0
GPT-5,900000,50,100,82.35,82.35,100.0,100.0,100.0,100.0
GPT-5,950000,50,0,81.25,81.25,100.0,100.0,100.0,100.0
GPT-5,950000,50,33,81.25,81.25,100.0,75.0,100.0,75.0
GPT-5,950000,50,67,81.25,81.25,100.0,100.0,100.0,100.0
GPT-5,950000,50,100,81.25,81.25,100.0,100.0,100.0,100.0
GPT-5,1000000,50,0,82.35,76.47,100.0,25.0,100.0,25.0
GPT-5,1000000,50,33,82.35,76.47,100.0,0.0,100.0,0.0
GPT-5,1000000,50,67,82.35,76.47,75.0,0.0,75.0,0.0
GPT-5,1000000,50,100,82.35,76.47,75.0,0.0,100.0,0.0
o3-mini,10000,50,0,66.67,66.67,100.0,100.0,75.0,75.0
o3-mini,10000,50,33,66.67,66.67,100.0,100.0,100.0,100.0
o3-mini,10000,50,67,66.67,66.67,100.0,100.0,100.0,100.0
o3-mini,10000,50,100,66.67,66.67,100.0,100.0,100.0,100.0
o3-mini,20000,50,0,61.11,61.11,100.0,100.0,100.0,100.0
o3-mini,20000,50,33,61.11,61.11,100.0,100.0,100.0,100.0
o3-mini,20000,50,67,61.11,61.11,75.0,75.0,100.0,75.0
o3-mini,20000,50,100,61.11,61.11,100.0,100.0,100.0,100.0
o3-mini,30000,50,0,55.56,55.56,100.0,100.0,100.0,100.0
o3-mini,30000,50,33,55.56,55.56,100.0,100.0,100.0,100.0
o3-mini,30000,50,67,55.56,55.56,100.0,100.0,100.0,100.0
o3-mini,30000,50,100,55.56,55.56,100.0,100.0,100.0,100.0
o3-mini,40000,50,0,50.0,50.0,75.0,75.0,100.0,75.0
o3-mini,40000,50,33,50.0,50.0,100.0,100.0,100.0,100.0
o3-mini,40000,50,67,50.0,50.0,100.0,100.0,100.0,100.0
o3-mini,40000,50,100,50.0,50.0,100.0,100.0,100.0,100.0
o3-mini,50000,50,0,64.71,64.71,100.0,100.0,75.0,75.0
o3-mini,50000,50,33,64.71,64.71,100.0,100.0,100.0,100.0
o3-mini,50000,50,67,64.71,64.71,100.0,100.0,100.0,100.0
o3-mini,50000,50,100,64.71,64.71,100.0,100.0,100.0,100.0
o3-mini,60000,50,0,35.29,35.29,75.0,75.0,75.0,50.0
o3-mini,60000,50,33,35.29,35.29,75.0,75.0,100.0,75.0
o3-mini,60000,50,67,35.29,35.29,100.0,100.0,100.0,100.0
o3-mini,60000,50,100,35.29,35.29,100.0,100.0,100.0,100.0
o3-mini,70000,50,0,33.33,33.33,50.0,50.0,100.0,50.0
o3-mini,70000,50,33,33.33,33.33,75.0,75.0,100.0,75.0
o3-mini,70000,50,67,33.33,33.33,75.0,75.0,100.0,75.0
o3-mini,70000,50,100,33.33,33.33,75.0,75.0,100.0,75.0
o3-mini,80000,50,0,62.5,62.5,75.0,75.0,100.0,75.0
o3-mini,80000,50,33,62.5,62.5,50.0,50.0,100.0,50.0
o3-mini,80000,50,67,62.5,62.5,75.0,75.0,100.0,75.0
o3-mini,80000,50,100,62.5,62.5,75.0,75.0,100.0,75.0
o3-mini,90000,50,0,50.0,50.0,75.0,75.0,100.0,75.0
o3-mini,90000,50,33,50.0,50.0,50.0,50.0,100.0,50.0
o3-mini,90000,50,67,50.0,50.0,100.0,100.0,75.0,75.0
o3-mini,90000,50,100,50.0,50.0,50.0,50.0,100.0,50.0
o3-mini,100000,50,0,47.06,47.06,25.0,25.0,100.0,25.0
o3-mini,100000,50,33,47.06,47.06,75.0,75.0,100.0,75.0
o3-mini,100000,50,67,47.06,47.06,75.0,75.0,100.0,75.0
o3-mini,100000,50,100,47.06,47.06,50.0,50.0,100.0,50.0
o3-mini,150000,50,0,50.0,50.0,50.0,50.0,100.0,50.0
o3-mini,150000,50,33,50.0,50.0,25.0,25.0,100.0,25.0
o3-mini,150000,50,67,50.0,50.0,75.0,75.0,100.0,75.0
o3-mini,150000,50,100,50.0,50.0,100.0,100.0,100.0,100.0
o3-mini,200000,50,0,52.94,52.94,50.0,50.0,100.0,50.0
o3-mini,200000,50,33,52.94,52.94,50.0,50.0,100.0,50.0
o3-mini,200000,50,67,52.94,52.94,66.67,66.67,100.0,66.67
o3-mini,200000,50,100,52.94,52.94,33.33,33.33,100.0,33.33
o3-mini,250000,50,0,50.0,50.0,0.0,0.0,100.0,0.0
o3-mini,250000,50,33,50.0,50.0,0.0,0.0,100.0,0.0
o3-mini,250000,50,67,50.0,50.0,0.0,0.0,100.0,0.0
o3-mini,250000,50,100,50.0,50.0,25.0,25.0,100.0,25.0
o3-mini,300000,50,0,37.5,37.5,75.0,75.0,50.0,25.0
o3-mini,300000,50,33,37.5,37.5,50.0,50.0,100.0,50.0
o3-mini,300000,50,67,37.5,37.5,75.0,75.0,75.0,75.0
o3-mini,300000,50,100,37.5,37.5,50.0,50.0,100.0,50.0
o3-mini,350000,50,0,12.5,12.5,25.0,25.0,75.0,25.0
o3-mini,350000,50,33,12.5,12.5,100.0,100.0,33.33,33.33
o3-mini,350000,50,67,12.5,12.5,33.33,33.33,33.33,0.0
o3-mini,350000,50,100,12.5,12.5,75.0,50.0,100.0,50.0
o3-mini,400000,50,0,43.75,43.75,0.0,0.0,100.0,0.0
o3-mini,400000,50,33,43.75,43.75,66.67,66.67,33.33,0.0
o3-mini,400000,50,67,43.75,43.75,66.67,33.33,100.0,33.33
o3-mini,400000,50,100,43.75,43.75,50.0,50.0,100.0,50.0
o3-mini,450000,50,0,31.25,18.75,0.0,0.0,75.0,0.0
o3-mini,450000,50,33,31.25,18.75,33.33,33.33,66.67,33.33
o3-mini,450000,50,67,31.25,18.75,25.0,25.0,50.0,25.0
o3-mini,450000,50,100,31.25,18.75,50.0,50.0,100.0,50.0
o3-mini,500000,50,0,37.5,37.5,0.0,0.0,50.0,0.0
o3-mini,500000,50,33,37.5,37.5,0.0,0.0,0.0,0.0
o3-mini,500000,50,67,37.5,37.5,0.0,0.0,100.0,0.0
o3-mini,500000,50,100,37.5,37.5,0.0,0.0,100.0,0.0
o3-mini,600000,50,0,22.22,16.67,0.0,0.0,50.0,0.0
o3-mini,600000,50,33,22.22,16.67,0.0,0.0,100.0,0.0
o3-mini,600000,50,67,22.22,16.67,0.0,0.0,75.0,0.0
o3-mini,600000,50,100,22.22,16.67,0.0,0.0,100.0,0.0
o3-mini,650000,50,0,25.0,25.0,0.0,0.0,50.0,0.0
o3-mini,650000,50,33,25.0,25.0,0.0,0.0,100.0,0.0
o3-mini,650000,50,67,25.0,25.0,0.0,0.0,100.0,0.0
o3-mini,650000,50,100,25.0,25.0,25.0,25.0,75.0,0.0
o3-mini,700000,50,0,18.75,12.5,0.0,0.0,25.0,0.0
o3-mini,700000,50,33,18.75,12.5,0.0,0.0,50.0,0.0
o3-mini,700000,50,67,18.75,12.5,0.0,0.0,0.0,0.0
o3-mini,700000,50,100,18.75,12.5,0.0,0.0,100.0,0.0
o3-mini,750000,50,0,18.75,6.25,0.0,0.0,25.0,0.0
o3-mini,750000,50,33,18.75,6.25,33.33,33.33,33.33,0.0
o3-mini,750000,50,67,18.75,6.25,50.0,50.0,50.0,0.0
o3-mini,750000,50,100,18.75,6.25,0.0,0.0,100.0,0.0
